classifier_name,root_id,n_languages,cross_language_consistency,all_correct,any_correct
aprielguard,28aedeb0ca304524abd7c82313904ed1,3,0.6666666666666666,False,True
aprielguard,28e078c89ef14dd58f6739e7d43e6f49,2,0.0,False,False
aprielguard,2ae346c0ca784652aabe896bf22c6e55,2,1.0,True,True
aprielguard,2b0f9547c0ef49d09004e49648b76a05,7,0.0,False,False
aprielguard,2b1b653a3c564eb994a9a64ee1161828,2,1.0,True,True
aprielguard,2c2d86f91f684fd091e245b1fe2b2acf,2,0.0,False,False
aprielguard,2cf41b335de34eb393eac2295000f305,29,0.6551724137931034,False,True
aprielguard,2dde1a52da03464cb6400c1162b778b8,2,0.5,False,True
aprielguard,2e97c47ade5b451497bbe833c8335fd1,10,0.9,False,True
aprielguard,2e9c70c04f1d444a892dfa5624683822,17,0.8235294117647058,False,True
aprielguard,2ed675fece6b4136943c6e7cc389a479,5,0.2,False,True
aprielguard,2f30240ad67b4b7680e7ace42e9249f7,7,0.8571428571428571,False,True
aprielguard,2f4c8d182b0042d6adcc134f744619e1,4,0.75,False,True
aprielguard,2f6c5689ba934048a74d289cb8b710c4,4,0.75,False,True
aprielguard,303ddc88933040498e472a68d7f61433,2,1.0,True,True
aprielguard,30e2898b9bde406eaa6398d417b0340b,5,0.0,False,False
aprielguard,31dd7890d56c4f8d987bfe8f4378c353,4,0.25,False,True
aprielguard,325d396b00344f258ab4c8b933b63cdf,12,0.25,False,True
aprielguard,3269ca21d24a4bcd8ece9c04c30a2b6c,14,0.6428571428571429,False,True
aprielguard,32ab4c5fd6dd418cba5bb90beeb56e7e,3,0.3333333333333333,False,True
aprielguard,32ad017419fd4a4390631e9a03815c09,2,0.0,False,False
aprielguard,32d68d2b2b324cc9868d0e2756306ebc,4,0.0,False,False
aprielguard,339136eb2007460da8335fe89e5f43d9,3,0.0,False,False
aprielguard,339faa9509d946e4823cc0bce5a9d4f4,6,0.5,False,True
aprielguard,33fd1d446a4c464fa14367d875b16b90,11,0.09090909090909091,False,True
aprielguard,345ebd537d9646aaac18badc14185106,5,0.2,False,True
aprielguard,3460ba7a61ed47cdb99e4e6e841abc5f,2,0.5,False,True
aprielguard,349e227970804cc0a44376da2efde602,17,0.8823529411764706,False,True
aprielguard,3564073dbc20463693fb505771da9053,9,0.7777777777777778,False,True
aprielguard,3677f2f5b6204a0eb09915bb1dcd52e6,4,0.75,False,True
aprielguard,36bc752a4a584321bd9349ab1c13f776,3,0.0,False,False
aprielguard,36fbd3b62f1144cd9fcaa78d13d70289,2,0.0,False,False
aprielguard,3714bc3892364ec4bda8f987ecfdbeab,2,0.5,False,True
aprielguard,3719d3456e07416eb279901ee145ada9,3,0.0,False,False
aprielguard,37ce266c007d428183db75a908477b14,2,0.0,False,False
aprielguard,37dad399249144d2bf3c91c4188b43b3,7,0.42857142857142855,False,True
aprielguard,38100135a9c4414d85dcc365cba28ec2,2,1.0,True,True
aprielguard,387764817baf431aabbbb52a4cd0e4f7,2,0.0,False,False
aprielguard,38bc482f8d9142e287fc6fcf378680f6,6,0.0,False,False
aprielguard,39379524ef7e4c27a3b4299767b91da2,4,0.25,False,True
aprielguard,39654737efaa478d92f27f30a1ab204c,7,0.14285714285714285,False,True
aprielguard,396a1d85dde54116bf001438b1e5bb9e,16,0.125,False,True
aprielguard,3981b5868a83428a88ff328ab0f6a4ea,9,0.2222222222222222,False,True
aprielguard,39ca0cf1e8ec493893108f9c222d2253,14,0.0,False,False
aprielguard,3a3f230094d942829dc26a4f8667ee08,2,0.5,False,True
aprielguard,3a85ad4bf6e647a0920acbc3d5367051,3,0.0,False,False
aprielguard,3b1bd4c845f34653bf41802940d03be3,3,1.0,True,True
aprielguard,3b261ebc303f4062b8a998a2bda181c3,3,0.3333333333333333,False,True
aprielguard,3b7cc3fcee2f4d75a888132655102d02,2,1.0,True,True
aprielguard,3b9fde21bf2d4b5daa3225f36a9fef83,5,0.0,False,False
aprielguard,3bb86cb940134be8a16490a136170360,4,0.0,False,False
aprielguard,3c2ed0a45d0f475ea9b653d211543df1,5,0.0,False,False
aprielguard,3ca49c238c5c48fca3be6f288f91cc73,10,0.0,False,False
aprielguard,3d675c5f7993454d8f8f4158ff17172b,3,0.3333333333333333,False,True
aprielguard,3dc74d466b9f446fa4650df546dc7d89,2,0.0,False,False
aprielguard,3e3ecad6168b450ab0dc3f7665fe26ef,16,0.9375,False,True
aprielguard,3e834c2cc5004b66b3ddaca485fe1d1c,2,0.0,False,False
aprielguard,3ee5e46dca6f410daeec36ea184957ae,2,0.0,False,False
aprielguard,3f1a49833a8642fc8ca859fe63ef68d4,11,0.0,False,False
aprielguard,3f67931a290c41adb43baa54c5a837b6,7,0.0,False,False
aprielguard,40528b249858405580793e3c96ca5ba5,4,0.0,False,False
aprielguard,4234c664178b4feca30a39b6ef3a6c70,2,0.5,False,True
aprielguard,42e2515e73e946eba4f707c4b2a9bfa3,2,1.0,True,True
aprielguard,434e25189b8b4675b5afee379ba8731c,2,0.0,False,False
aprielguard,44bb9328fea34f45b9c2ad4e61b2c300,2,1.0,True,True
aprielguard,44cdcc559bc74b999416460d45ab21ab,5,0.6,False,True
aprielguard,4518284c48724d129a41f3bb5d4d3e9f,4,0.0,False,False
aprielguard,457da2a9fb0a4f8b84c2e582a2fd161e,19,0.42105263157894735,False,True
aprielguard,459e692096ee48ef9b1f06b20cfa5e86,12,0.4166666666666667,False,True
aprielguard,45a435d836004ff9a862bd8ad9d7c0ce,13,0.0,False,False
aprielguard,47617b92bf95420e9274853f6d952c3f,4,0.0,False,False
aprielguard,48b1424c9a7641cab451e3771f1f4fc5,28,0.8214285714285714,False,True
aprielguard,48cfa0191a9b45f4afaee61a8679d249,5,0.0,False,False
aprielguard,48d3ad92f06a40c89e823a82c5794069,5,0.8,False,True
aprielguard,49655a08aefa4ee6ba4eff71c055adf1,2,0.0,False,False
aprielguard,496c09cbd51b4dcd925fb296a5194e52,6,0.5,False,True
aprielguard,49b4f3a035144bbfa28d43f4b2457935,2,0.0,False,False
aprielguard,49e16b01fdc641b6a8443d70e462d9e9,4,0.25,False,True
aprielguard,4a99259cf6eb435bae22d7d37514d26a,6,0.5,False,True
aprielguard,4a99fa6cf5234d5981a511f6dad1c13f,4,0.0,False,False
aprielguard,4b0c18f9f27148228e24e2225c23d0b5,2,0.0,False,False
aprielguard,4b524ea4706944d5b2d9b98b9b9f713c,2,0.5,False,True
aprielguard,4bb85d9bad6f43229ed78c330fbd386e,5,0.8,False,True
aprielguard,4bd8a52421d74b5d94ea71f6a8bac405,4,0.0,False,False
aprielguard,4c06bdaef2424e4ca908c204cdb1638a,2,1.0,True,True
aprielguard,4c211b7845394fcb8bfeddf8c3fcff8a,11,0.9090909090909091,False,True
aprielguard,4c3ce93b9901412180300c7d428f13f5,21,0.7619047619047619,False,True
aprielguard,4c6762a0daa847d0bdbf999ed30ae5c4,2,0.0,False,False
aprielguard,4c7b7b656f3f42daaff0eec71da4f69e,2,0.5,False,True
aprielguard,4cd51f559dfe40a5940138e9472301fb,2,0.5,False,True
aprielguard,4d871c6da1124e13985b08c7aa225a4a,2,0.0,False,False
aprielguard,4d919b92b11c4a82a9c575f66239e6c3,6,0.6666666666666666,False,True
aprielguard,4da078d0c43e41beb48d25f63bcd194f,4,0.0,False,False
aprielguard,4ea8b879586c4078b33100637b8c2333,32,0.90625,False,True
aprielguard,4ed407d2b60a4eb8ae0f087cabdb896d,2,0.5,False,True
aprielguard,4f72a1a4a25749e59003841c6b5d98b2,2,0.0,False,False
aprielguard,503361c4ea8e43c881daa9e74ef62505,4,1.0,True,True
aprielguard,50aa1205e8154267bd47c0079293e764,4,0.25,False,True
aprielguard,50fc022c0eb2483aba8d708a7d5805ca,10,0.5,False,True
aprielguard,51d6c083cc384dc8bf748eceb34b3fea,12,0.08333333333333333,False,True
aprielguard,5217d7945fb54bad91a6b06c2a970689,2,0.0,False,False
aprielguard,52728b8f4328453eafe4aa2328efc039,35,0.7428571428571429,False,True
aprielguard,5355b413bb324d628badaedcec900245,36,0.6111111111111112,False,True
aprielguard,537452d3a38d4a248379d0f602338b3a,5,0.8,False,True
aprielguard,539e47fcc8e64dbb97dcb4f766cb98aa,3,0.3333333333333333,False,True
aprielguard,548d25bc607248b08c10586c17ef6d77,2,1.0,True,True
aprielguard,54ab4dcf8dcb4b48b90738cf0e084440,18,0.6666666666666666,False,True
aprielguard,553c64a16ef8435c8e4487137004e2de,3,1.0,True,True
aprielguard,559144d47b8f462d8327d8f015d27b42,2,0.5,False,True
aprielguard,55cb1c68427346f1b1d6aee00abf7bc5,3,0.6666666666666666,False,True
aprielguard,57887e6145204a8198e814904bc5a13e,25,0.92,False,True
aprielguard,57954200b53e4dee898274daf6f8ed95,3,0.3333333333333333,False,True
aprielguard,57df1d8959e246c984545d9d0e5e9d19,2,0.0,False,False
aprielguard,57fa9a7ed8d94ccb86b3571a01cbe2c4,45,0.5777777777777777,False,True
aprielguard,58163615d8bd4b63b2bbd316e1bb4543,6,0.0,False,False
aprielguard,58e06d771f7d400ba5dcc41f121a7d9f,2,0.5,False,True
aprielguard,5a2163608acc498d93c51922994bf184,2,0.5,False,True
aprielguard,5a77b5a3d1a347a28f49ea8ec04483e6,2,0.5,False,True
aprielguard,5a7e10ba4b9342b292b5bac5467913fd,2,0.5,False,True
aprielguard,5aad08d2324b49e6931e1194644d3377,3,1.0,True,True
aprielguard,5c02a4bb2b074edb95520a2583840eda,2,1.0,True,True
aprielguard,5c0ef2eb76d04c59a0f87dee3e60b4b9,2,0.0,False,False
aprielguard,5c9e86ecef15492c889e435a3d382512,2,0.5,False,True
aprielguard,5cc75d9f7f27400ab78393daa85234d6,2,0.0,False,False
aprielguard,5cebdfa239da442cb1bcdce61422c7e3,6,0.5,False,True
aprielguard,5d34555070064eed9437b0fd27cfb7e0,3,0.3333333333333333,False,True
aprielguard,5d6d4891f038492faf5f8e99f5bd1f79,3,0.0,False,False
aprielguard,5d99d56123e945fca2a73395008f3fa2,2,0.5,False,True
aprielguard,5d9b335f52f64e75b3a1ba6b7b37f651,4,0.5,False,True
aprielguard,5e98b33d7c954c3495bf91568ecdd0fe,2,1.0,True,True
aprielguard,5ea461b3d07e4f10ab13d133940c351a,2,1.0,True,True
aprielguard,5ecc914902104e96a90574b1f0a93bac,15,0.2,False,True
aprielguard,5eda93b6cb1f4a02a97699c4771010be,2,1.0,True,True
aprielguard,5f79d278bb494e6c93f3902695a703b6,4,1.0,True,True
aprielguard,5f8e952437b34735aa12dbc7b9d5992e,2,0.0,False,False
aprielguard,60ccc986dd024bdc90f1a2ce3cd57ea1,6,0.3333333333333333,False,True
aprielguard,611486ed02b146cbb82803ae171368b5,23,0.8260869565217391,False,True
aprielguard,61cdb325be924344ac40f3cd573813f2,2,0.5,False,True
aprielguard,62285cde44e2494d9596c38bd6bec2ae,10,0.2,False,True
aprielguard,627a6a5baec342c0a473adc2965479e2,6,0.5,False,True
aprielguard,6301c049e3dc4fda820c193937408bf8,26,0.8461538461538461,False,True
aprielguard,63340cf234074a0385583b294183d090,2,0.5,False,True
aprielguard,63772f7c8dbd4b4db07db7ae7768af23,2,0.0,False,False
aprielguard,638d8fa266104210bc59be92ecba1f83,2,0.0,False,False
aprielguard,63ee20d1ede24c3699f6fd60f12036b1,4,0.75,False,True
aprielguard,63fa39167f6e4ad0839730a8c08229fe,6,0.0,False,False
aprielguard,6439874584294efa8cc37ffd507e8dec,2,0.0,False,False
aprielguard,644d62f67e04435bb9328c68033be8b7,3,0.0,False,False
aprielguard,6494b9dc9d1e4b399110204bb573c2bc,8,0.125,False,True
aprielguard,64ebe52b7d3d4bf0a6e42bd8c4778ff8,3,0.0,False,False
aprielguard,65d75033887a4074bcf2c3818f038e0a,3,0.0,False,False
aprielguard,661515109ebd4879979376408879302d,5,1.0,True,True
aprielguard,66493009add041d0bac052e1491d5e11,5,0.8,False,True
aprielguard,66708f0ca647490c898b6d28d9f27322,2,0.0,False,False
aprielguard,66c85748f6594293bb9ff2442e9a47e1,2,0.5,False,True
aprielguard,671e08f2501d4125813c6c18fee45ac9,2,0.5,False,True
aprielguard,675e1d00153b4793b3857adb7170dc3c,2,0.0,False,False
aprielguard,67a5de89e68447458fb44372889db64e,2,0.0,False,False
aprielguard,682e1805c17e40aa80f032fd928cbd8c,4,1.0,True,True
aprielguard,6892654b0e004213857fe1407e41c68d,5,0.0,False,False
aprielguard,6910dc9f7a3d451294b951f63e0661f8,3,0.6666666666666666,False,True
aprielguard,6967e859f7084a54bbafe777b1ffb4fd,5,0.8,False,True
aprielguard,696ccff4cfbc44bbaae5caa8575005d8,2,0.0,False,False
aprielguard,699d760cb58343bd8482b1a5758361e2,2,0.0,False,False
aprielguard,699d9168d0cd45f3baab429c577e649d,2,0.0,False,False
aprielguard,69a6557aad284ace926b03adea03776c,5,0.6,False,True
aprielguard,6a465ae1ce624bd38ade8e9f45e44b75,36,0.0,False,False
aprielguard,6a9bdfdeff2348049d90b9375b8e7419,17,0.058823529411764705,False,True
aprielguard,6b769cdeb2f840dda1babf8a333ef59d,5,0.2,False,True
aprielguard,6b7bd8164cf94e2183aa7f4aae145a94,7,0.5714285714285714,False,True
aprielguard,6bac4acb606545f3808276c77f6488d1,4,0.75,False,True
aprielguard,6c1cc59cab0f48c8b633391cbd655a7f,2,0.5,False,True
aprielguard,6c1f071a80eb44ac8942587df4aed71c,2,0.0,False,False
aprielguard,6c64be347f1a46548ddadb32314a5975,2,1.0,True,True
aprielguard,6c9b90a4ee7b4ec99596e92ccc38fbbf,9,0.5555555555555556,False,True
aprielguard,6caeb10b55cd47b99f016453dbc09fc3,5,0.0,False,False
aprielguard,6d51ec2ba4e3455e82cbb7f3f23e8d7f,10,0.8,False,True
aprielguard,6d579477fcdd4823aa1c00d64ef2cec7,27,0.8148148148148148,False,True
aprielguard,6d68e42593a94a80a34b44364934da2a,9,0.8888888888888888,False,True
aprielguard,6d7965f07e02486ea520b673679edcaa,13,0.07692307692307693,False,True
aprielguard,6d7a855e2a6446868eef276ed77c2088,22,0.8636363636363636,False,True
aprielguard,6d9b367fd6844a958542738ed588543e,36,0.4444444444444444,False,True
aprielguard,6dde2f97d0f34985951e1e6262f86ffd,39,0.46153846153846156,False,True
aprielguard,6df136d7f8d54b4abcde1692b5433d5b,10,0.1,False,True
aprielguard,6e32b95ae53c4eb8844148d42ced34e4,30,0.5,False,True
aprielguard,6e6231362fb040549fa45cd325621274,3,0.0,False,False
aprielguard,6e7e0492ed3c44edab1311dfcb052df9,4,0.25,False,True
aprielguard,6e94b83710fc4444b099116a820496dd,13,0.8461538461538461,False,True
aprielguard,6ee6ded399154b4594d03fbfed9654f4,16,0.6875,False,True
aprielguard,6f49a1dbc5234cdeb2cee872d34a8ec6,5,0.0,False,False
aprielguard,6faad979f53944e9abe63a40cbe25851,29,0.034482758620689655,False,True
aprielguard,6fbcb764584a4978ad6af310ca248d4f,3,0.3333333333333333,False,True
aprielguard,6ffa50338b7b4622b5ad9cd2e08e8c05,11,0.45454545454545453,False,True
aprielguard,703dac8de70a43bab92ce4207a724c74,2,0.5,False,True
aprielguard,7095384f4cdd4a56897ecc3457031853,5,1.0,True,True
aprielguard,718d1d36ac4f4dba9c9fcf3b59b739d8,2,1.0,True,True
aprielguard,72279d781d994779a601d26e76e05f1e,28,0.0,False,False
aprielguard,7242df0f02c64c31b5c57e53a51ae38e,2,1.0,True,True
aprielguard,72606c1600014badb8db70905633dc8d,3,0.0,False,False
aprielguard,72bf13dd3f554c179fec2d7cfea8dde5,2,0.0,False,False
aprielguard,72d6763890db492fbd1ac410637fa46d,3,0.6666666666666666,False,True
aprielguard,736e4244027f4613a8effe3ff4b11dea,2,0.5,False,True
aprielguard,744a63e6d8044159aa1697908f7a9901,2,0.0,False,False
aprielguard,744f6a5f93e1400db12005328a607429,20,0.8,False,True
aprielguard,747782439f4f404bb9db8c6829498bff,6,0.5,False,True
aprielguard,74d63f3060fe4e8f8ea2a8401f4723d7,2,0.5,False,True
aprielguard,7594f9e9bd244229bf8ad5beedfee8ec,3,0.0,False,False
aprielguard,75ae46fe2ed248bb9e7569e6971a7acf,3,0.3333333333333333,False,True
aprielguard,77119b1153ae4b1eb191a6ee6e0144f2,3,0.3333333333333333,False,True
aprielguard,77a410c4f0254aaaabab238a189292aa,2,0.5,False,True
aprielguard,77b6217957344b3b86421947a1cdc82e,2,0.5,False,True
aprielguard,77bf067037574eec9ceee0d0f4e1cd31,3,0.0,False,False
aprielguard,796e7db8ae9145169f3da590fe7301a8,2,0.0,False,False
aprielguard,79ff67eb3e73494db384d9b02fbb0ee7,2,0.5,False,True
aprielguard,7a486bf86bde4e06806867713d755c04,5,0.0,False,False
aprielguard,7a6116c13ff140eca63dc0512674bf03,3,0.3333333333333333,False,True
aprielguard,7a80895cd3a7465ba44e86394dbe8e38,12,0.0,False,False
aprielguard,7b151da4995340ca94ee230cdce82d26,3,1.0,True,True
aprielguard,7b6c561488ea4556a8ea4f4b61c8cb36,6,0.0,False,False
aprielguard,7b934a841141464cae5128bb92096797,2,0.0,False,False
aprielguard,7c11b91512a44c69baaed9f5916f60de,11,0.36363636363636365,False,True
aprielguard,7c7e3533bdcd4b0bbc6b1ff0fbb93509,2,0.5,False,True
aprielguard,7d34ee0ecef64f70ad38a5154d269d0b,5,0.2,False,True
aprielguard,7d5395d8c1274194bfea6a353c00c019,2,1.0,True,True
aprielguard,7dc83d430b1746d6a4add4a844fb8478,4,0.0,False,False
aprielguard,7e3d72e519e94a23be7c3360b51b01a1,3,0.6666666666666666,False,True
aprielguard,7ea3c9bd1e154e08b439981a0a6209c1,2,0.0,False,False
aprielguard,7ef1db009f684deab640b74c8c366b89,2,1.0,True,True
aprielguard,7f0ba386e30b49439fcbef39f5a73002,3,0.3333333333333333,False,True
aprielguard,7f0e5933907f4137ba6a0d1761c8df9a,2,0.0,False,False
aprielguard,7f1791300b8b41c08a6acfcec7d8d60d,5,0.0,False,False
aprielguard,7fb8d2619a424bc3a665b12d7067d715,4,0.0,False,False
aprielguard,7ff2e17f2d884b5b8e371b0d926c9224,2,0.5,False,True
aprielguard,802e843d156a46c3b8ef90e9a68aa13f,2,1.0,True,True
aprielguard,807f810a2077424ba635623f15b9c927,6,0.3333333333333333,False,True
aprielguard,81022810fd4e4131ba0be9f004fad3dd,53,0.6792452830188679,False,True
aprielguard,811ec812b197465b803c46b416d5e5d4,2,0.0,False,False
aprielguard,817ed9c008e34042ad682f17a9fbcae6,14,0.0,False,False
aprielguard,8192f66e55db49d49848380f653415e1,2,1.0,True,True
aprielguard,81b81914c07247a89b05d9aaba902d69,2,0.5,False,True
aprielguard,81eaf215dd2b45b285d4a5c1bb2e0704,9,0.1111111111111111,False,True
aprielguard,823348dbec984b7b92e67e4a9a36c6e4,11,0.6363636363636364,False,True
aprielguard,82cbed9f4b034d8f9c130f281836bd89,6,0.0,False,False
aprielguard,8314ce42624a4dd99bf534f11f2073f1,3,1.0,True,True
aprielguard,83868b72a26f4e9aa2b89f3e7f5fb818,5,0.4,False,True
aprielguard,83874b40b869406399ad58b971044a91,3,0.0,False,False
aprielguard,83bc1bf8c62a4b549221fd7d80ecf2c9,2,0.5,False,True
aprielguard,841a3b4e83ba43acb5480fc78cf8844f,4,0.75,False,True
