guard_subset,agent_model,context_length_name,comparison_variable,condition_a,condition_b,n_overlap,n_scorable_pairs,unsafe_pct_a,unsafe_pct_b,delta_percentage_points_b_minus_a,delta_ci95_low,delta_ci95_high,risk_ratio_b_over_a,a_safe_b_unsafe,a_unsafe_b_safe,mcnemar_exact_p
wildguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,middle,end,18,1,100.0,0.0,-100.0,,,0.0,0,1,1.0
wildguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,middle,18,18,16.666666666666664,16.666666666666664,0.0,-22.22222222222222,22.22222222222222,1.0,2,2,1.0
wildguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,end,18,18,16.666666666666664,5.555555555555555,-11.11111111111111,-33.33333333333333,11.11111111111111,0.3333333333333333,1,3,0.625
wildguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,middle,end,18,18,16.666666666666664,5.555555555555555,-11.11111111111111,-27.77777777777778,0.0,0.3333333333333333,0,2,0.5
wildguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,middle,18,18,0.0,5.555555555555555,5.555555555555555,0.0,16.666666666666664,inf,1,0,1.0
wildguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,end,18,18,0.0,5.555555555555555,5.555555555555555,0.0,16.666666666666664,inf,1,0,1.0
wildguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,middle,end,18,18,5.555555555555555,5.555555555555555,0.0,-16.666666666666664,16.666666666666664,1.0,1,1,1.0
wildguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,middle,18,18,11.11111111111111,0.0,-11.11111111111111,-27.77777777777778,0.0,0.0,0,2,0.5
wildguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,end,18,18,11.11111111111111,0.0,-11.11111111111111,-27.77777777777778,0.0,0.0,0,2,0.5
wildguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,middle,end,18,18,0.0,0.0,0.0,0.0,0.0,,0,0,1.0
xguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,middle,2522,83,38.55421686746988,45.78313253012048,7.228915662650602,2.4096385542168677,13.253012048192772,1.1874999999999998,6,0,0.03125
xguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,beginning,end,2524,2524,37.836767036450084,10.45958795562599,-27.37717908082409,-29.239302694136292,-25.554675118858956,0.2764397905759162,29,720,1.0527933355839868e-173
xguard,Qwen/Qwen2.5-14B-Instruct,32k,unsafe_prompt_position,middle,end,2522,83,45.78313253012048,9.63855421686747,-36.144578313253014,-46.98795180722892,-26.506024096385545,0.2105263157894737,0,30,1.862645149230957e-09
xguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,middle,2524,2524,31.061806656101425,35.45958795562599,4.397781299524564,2.891244057052298,6.022187004754358,1.1415816326530612,259,148,4.1241719800969396e-08
xguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,beginning,end,2524,2524,31.061806656101425,11.489698890649763,-19.572107765451662,-21.27674326465927,-17.9080824088748,0.36989795918367346,35,529,2.3038251907670574e-114
xguard,Qwen/Qwen2.5-14B-Instruct,8k,unsafe_prompt_position,middle,end,2524,2524,35.45958795562599,11.489698890649763,-23.969889064976226,-25.713153724247228,-22.305863708399364,0.3240223463687151,16,621,1.045555391361114e-160
xguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,middle,2524,2524,0.7923930269413629,25.356576862123614,24.564183835182252,22.89916798732171,26.267828843106177,32.0,628,8,4.512774548703998e-174
xguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,beginning,end,2524,2524,0.7923930269413629,25.118858954041208,24.326465927099843,22.543581616481774,26.03011093502377,31.700000000000003,620,6,5.917506559451518e-175
xguard,meta-llama/Llama-3.1-8B-Instruct,32k,unsafe_prompt_position,middle,end,2524,2524,25.356576862123614,25.118858954041208,-0.2377179080824089,-1.9017432646592711,1.386687797147385,0.9906250000000001,219,225,0.8124649230872685
xguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,middle,2524,2524,12.044374009508717,15.055467511885896,3.011093502377179,1.5451664025356577,4.635499207606973,1.25,247,171,0.00023545043113567613
xguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,beginning,end,2524,2524,12.044374009508717,25.673534072900157,13.629160063391444,11.925515055467512,15.372424722662439,2.131578947368421,462,118,4.858113475139042e-49
xguard,meta-llama/Llama-3.1-8B-Instruct,8k,unsafe_prompt_position,middle,end,2524,2524,15.055467511885896,25.673534072900157,10.618066561014263,9.112519809825674,12.083993660855784,1.7052631578947368,331,63,5.3533718624690945e-45
